Iteration	Posterior	Likelihood	Prior	extinction[1]	extinction[2]	extinction[3]	extinction[4]	extinction_alpha[1]	extinction_alpha[2]	extinction_beta[1]	extinction_beta[2]	hidden_rate1	hidden_rate2	q_01	q_10	rate_category_prior[1]	rate_category_prior[2]	rate_category_prior[3]	rate_category_prior[4]	speciation[1]	speciation[2]	speciation[3]	speciation[4]	speciation_alpha[1]	speciation_alpha[2]	speciation_beta[1]	speciation_beta[2]
1774	-2878.82	-2859.28	-19.5419	1.5762	1.62491	1.64558	1.69644	0.455016	0.485455	0.0430782	-0.687174	0.2624736	8.599098	1.472392	0.4101027	0.0926784	0.159989	0.610677	0.136656	2.88539	1.72403	25.4587	15.2116	1.05966	0.544664	2.1774	2.41822
1775	-2879.27	-2859.33	-19.9449	1.5762	1.62491	1.64558	1.69644	0.455016	0.485455	0.0430782	-1.13062	0.2624736	8.599098	1.472392	0.4101027	0.136895	0.152192	0.580916	0.129997	2.88539	1.72403	25.4587	15.2116	1.05966	0.544664	2.1774	2.41822
1776	-2877.63	-2860.18	-17.4449	1.5762	1.62491	1.64558	1.69644	0.455016	0.485455	0.0430782	-0.0551609	0.2624736	8.599098	1.472392	0.4101027	0.105611	0.349293	0.246744	0.298352	2.88539	1.72403	25.4587	15.2116	1.05966	0.544664	2.1774	0.555825
1777	-2878.55	-2860.26	-18.292	1.5762	1.62491	1.64558	1.69644	0.455016	0.485455	0.0430782	-0.0551609	0.2624736	8.599098	1.472392	0.4101027	0.0976176	0.275909	0.228069	0.398405	2.88539	1.72403	25.4587	15.2116	1.05966	0.544664	2.1774	1.40295
1778	-2878.44	-2860.25	-18.1893	1.5762	1.62491	1.64558	1.69644	0.455016	0.485455	0.0430782	0.13341	0.2624736	8.599098	1.472392	0.4101027	0.388392	0.279074	0.230685	0.101849	2.88539	1.72403	25.4587	15.2116	1.05966	0.544664	2.1774	1.29282
1779	-2881.6	-2863.42	-18.1813	1.5762	1.62491	1.64558	1.69644	0.455016	0.485455	0.0430782	-0.0425568	0.2624736	8.599098	1.472392	0.4101027	0.587957	0.24814	0.009722	0.154181	2.88539	1.72403	25.4587	15.2116	1.05966	0.544664	2.1774	1.29282
1780	-2880.86	-2863.42	-17.4457	1.5762	1.62491	1.64558	1.69644	0.455016	0.485455	0.0430782	-0.0425568	0.2624736	8.599098	1.472392	0.4101027	0.587957	0.24814	0.009722	0.154181	2.88539	1.72403	25.4587	15.2116	1.05966	0.544664	2.1774	0.557239
1781	-2882.16	-2863.26	-18.9005	1.5762	1.62491	1.64558	1.69644	0.455016	0.485455	0.0430782	1.7063	0.2624736	8.599098	1.472392	0.4101027	0.688454	0.290554	0.0113837	0.00960786	2.88539	1.72403	25.4587	15.2116	1.05966	0.544664	2.1774	0.557239
1782	-2882.25	-2863.38	-18.8665	1.5762	1.62491	1.64558	1.69644	0.455016	0.485455	0.0430782	-1.68625	0.2624736	8.599098	1.472392	0.4101027	0.607685	0.373786	0.0100482	0.00848067	2.88539	1.72403	25.4587	15.2116	1.05966	0.544664	2.1774	0.557239
1783	-2881.81	-2863.38	-18.421	1.5762	1.62491	1.64558	1.69644	0.455016	0.485455	0.0430782	-1.39729	0.2624736	8.599098	1.472392	0.4101027	0.607685	0.373786	0.0100482	0.00848067	2.88539	1.72403	25.4587	15.2116	1.05966	0.544664	2.1774	0.557239
1784	-2879.16	-2861.71	-17.4453	1.5762	1.62491	1.64558	1.69644	0.455016	0.485455	0.0430782	-0.0310585	0.2624736	8.599098	1.472392	0.4101027	0.580933	0.357331	0.053628	0.00810733	2.88539	1.72403	25.4587	15.2116	1.05966	0.544664	2.1774	0.557239
1785	-2881.05	-2861.52	-19.524	1.5762	1.62491	1.64558	1.69644	0.455016	0.485455	0.0430782	1.015	0.2624736	8.599098	1.472392	0.4101027	0.699275	0.226414	0.0645525	0.00975887	2.88539	1.72403	25.4587	15.2116	1.05966	0.544664	2.1774	2.1214
1786	-2879.96	-2860.94	-19.0174	1.5762	1.62491	1.64558	1.69644	0.455016	0.485455	0.0430782	-0.130034	0.2624736	8.599098	1.472392	0.4101027	0.231067	0.608482	0.115975	0.0444767	2.88539	1.72403	25.4587	15.2116	1.05966	0.544664	2.1774	2.1214
1787	-2881.67	-2861.14	-20.5279	1.5762	1.62491	1.64558	1.69644	0.455016	0.485455	0.0430782	-1.66319	0.2624736	8.599098	1.472392	0.4101027	0.388706	0.495383	0.0944187	0.021492	2.88539	1.72403	25.4587	15.2116	1.05966	0.544664	2.1774	2.25728
1788	-2880.42	-2860.3	-20.1282	1.5762	1.62491	1.64558	1.69644	0.455016	0.485455	0.0430782	1.4024	0.2624736	8.599098	1.472392	0.4101027	0.334506	0.426309	0.22069	0.0184952	2.88539	1.72403	25.4587	15.2116	1.05966	0.544664	2.1774	2.25728
1789	-2879.4	-2860	-19.3986	1.5762	1.62491	1.64558	1.69644	0.455016	0.485455	0.0430782	0.712512	0.2624736	8.599098	1.472392	0.4101027	0.0689865	0.502416	0.297588	0.131009	2.88539	1.72403	25.4587	15.2116	1.05966	0.544664	2.1774	2.25728
1790	-2879.4	-2860	-19.3986	1.5762	1.62491	1.64558	1.69644	0.455016	0.485455	0.0430782	0.712512	0.2624736	8.599098	1.472392	0.4101027	0.0689865	0.502416	0.297588	0.131009	2.88539	1.72403	25.4587	15.2116	1.05966	0.544664	2.1774	2.25728
1791	-2879.04	-2859.65	-19.3986	1.5762	1.62491	1.64558	1.69644	0.455016	0.485455	0.0430782	0.712512	0.2624736	8.599098	1.472392	0.4101027	0.0337114	0.0377835	0.422813	0.505692	2.88539	1.72403	25.4587	15.2116	1.05966	0.544664	2.1774	2.25728
1792	-2878.08	-2860.45	-17.6249	1.5762	1.62491	1.64558	1.69644	0.455016	0.485455	0.0430782	-0.262535	0.2624736	8.599098	1.472392	0.4101027	0.0490695	0.026259	0.188598	0.736074	2.88539	1.72403	25.4587	15.2116	1.05966	0.544664	2.1774	0.702897
1793	-2878.04	-2859.54	-18.4986	1.5762	1.62491	1.64558	1.69644	0.455016	0.485455	0.0430782	1.34775	0.2624736	8.599098	1.472392	0.4101027	0.0321061	0.0171812	0.4691	0.481612	2.88539	1.72403	25.4587	15.2116	1.05966	0.544664	2.1774	0.702897
1794	-2876.5	-2858.91	-17.5935	1.5762	1.62491	1.64558	1.69644	0.455016	0.485455	0.0430782	0.0788311	0.2624736	8.599098	1.472392	0.4101027	0.0141927	0.00759507	0.885206	0.0930063	2.88539	1.72403	25.4587	15.2116	1.05966	0.544664	2.1774	0.702897
1795	-2878.28	-2860.38	-17.9005	1.5762	1.62491	1.64558	1.69644	0.455016	0.485455	0.0430782	-1.38901	0.2624736	8.599098	1.472392	0.4101027	0.173934	0.0111544	0.202141	0.612771	2.88539	1.72403	25.4587	15.2116	1.05966	0.544664	2.1774	0.0483178
1796	-2877.9	-2859.71	-18.1878	1.5762	1.62491	1.64558	1.69644	0.455016	0.485455	0.0430782	-1.38901	0.2624736	8.599098	1.472392	0.4101027	0.339506	0.0493412	0.394565	0.216588	2.88539	1.72403	25.4587	15.2116	1.05966	0.544664	2.1774	0.335564
1797	-2877.84	-2859.8	-18.0341	1.5762	1.62491	1.64558	1.69644	0.455016	0.485455	0.0430782	1.25637	0.2624736	8.599098	1.472392	0.4101027	0.277843	0.123724	0.361405	0.237028	2.88539	1.72403	25.4587	15.2116	1.05966	0.544664	2.1774	0.357301
1798	-2879.15	-2861.3	-17.8491	1.5762	1.62491	1.64558	1.69644	0.455016	0.485455	0.0430782	-0.823678	0.2624736	8.599098	1.472392	0.4101027	0.238725	0.233448	0.0805924	0.447235	2.88539	1.72403	25.4587	15.2116	1.05966	0.544664	2.1774	0.622389
1799	-2878.54	-2859.92	-18.6133	1.5762	1.62491	1.64558	1.69644	0.455016	0.485455	0.0430782	0.354898	0.2624736	8.599098	1.472392	0.4101027	0.176597	0.172694	0.319865	0.330843	2.88539	1.72403	25.4587	15.2116	1.05966	0.544664	2.1774	1.66274
1800	-2878.15	-2859.54	-18.6133	1.5762	1.62491	1.64558	1.69644	0.455016	0.485455	0.0430782	0.354898	0.2624736	8.599098	1.472392	0.4101027	0.137798	0.134752	0.469295	0.258155	2.88539	1.72403	25.4587	15.2116	1.05966	0.544664	2.1774	1.66274
1801	-2878.27	-2859.65	-18.6133	1.5762	1.62491	1.64558	1.69644	0.455016	0.485455	0.0430782	0.354898	0.2624736	8.599098	1.472392	0.4101027	0.123338	0.225546	0.42005	0.231066	2.88539	1.72403	25.4587	15.2116	1.05966	0.544664	2.1774	1.66274
1802	-2876.89	-2859.29	-17.6008	1.5762	1.62491	1.64558	1.69644	0.455016	0.485455	0.0430782	0.354898	0.2624736	8.599098	1.472392	0.4101027	0.0761768	0.15709	0.605799	0.160934	2.88539	1.72403	25.4587	15.2116	1.05966	0.544664	2.1774	0.650292
1803	-2876.55	-2859.22	-17.3341	1.5762	1.62491	1.64558	1.69644	0.455016	0.485455	0.0430782	0.911258	0.2624736	8.599098	1.472392	0.4101027	0.09066	0.186957	0.648985	0.0733981	2.88539	1.72403	25.4587	15.2116	1.05966	0.544664	2.1774	0.0313305
1804	-2876.28	-2859.21	-17.0674	1.5762	1.62491	1.64558	1.69644	0.455016	0.485455	0.0430782	0.545016	0.2624736	8.599098	1.472392	0.4101027	0.136493	0.0997542	0.653248	0.110505	2.88539	1.72403	25.4587	15.2116	1.05966	0.544664	2.1774	0.0313305
1805	-2877.03	-2859.49	-17.5415	1.5762	1.62491	1.64558	1.69644	0.455016	0.485455	0.0430782	1.12998	0.2624736	8.599098	1.472392	0.4101027	0.348529	0.0752594	0.492842	0.08337	2.88539	1.72403	25.4587	15.2116	1.05966	0.544664	2.1774	0.0155066
1806	-2877.08	-2859.52	-17.5523	1.5762	1.62491	1.64558	1.69644	0.455016	0.485455	0.0430782	1.12998	0.2624736	8.599098	1.472392	0.4101027	0.337648	0.0729098	0.477455	0.111987	2.88539	1.72403	25.4587	15.2116	1.05966	0.544664	2.1774	0.0263756
1807	-2876.85	-2859.3	-17.5523	1.5762	1.62491	1.64558	1.69644	0.455016	0.485455	0.0430782	1.12998	0.2624736	8.599098	1.472392	0.4101027	0.171362	0.091214	0.597322	0.140102	2.88539	1.72403	25.4587	15.2116	1.05966	0.544664	2.1774	0.0263756
1808	-2879.82	-2859.3	-20.5202	1.5762	1.62491	1.64558	1.69644	0.455016	0.485455	0.0430782	1.4048	0.2624736	8.599098	1.472392	0.4101027	0.171362	0.091214	0.597322	0.140102	2.88539	1.72403	25.4587	15.2116	1.05966	0.544664	2.1774	2.6459
1809	-2878.69	-2859.3	-19.3887	1.5762	1.62491	1.64558	1.69644	0.455016	0.485455	0.0430782	-1.64115	0.2624736	8.599098	1.472392	0.4101027	0.171362	0.091214	0.597322	0.140102	2.88539	1.72403	25.4587	15.2116	1.05966	0.544664	2.1774	1.15446
1810	-2878.9	-2859.19	-19.7096	1.5762	1.62491	1.64558	1.69644	0.455016	0.485455	0.0430782	-1.64115	0.2624736	8.599098	1.472392	0.4101027	0.275275	0.0230809	0.666193	0.0354515	2.88539	1.72403	25.4587	15.2116	1.05966	0.544664	2.1774	1.47542
1811	-2879.65	-2860.58	-19.0678	1.5762	1.62491	1.64558	1.69644	0.455016	0.485455	0.0430782	-1.07063	0.2624736	8.599098	1.472392	0.4101027	0.687828	0.0576722	0.165917	0.0885827	2.88539	1.72403	25.4587	15.2116	1.05966	0.544664	2.1774	1.60713
1812	-2877.57	-2859.7	-17.8718	1.5762	1.62491	1.64558	1.69644	0.455016	0.485455	0.0430782	-1.18077	0.2624736	8.599098	1.472392	0.4101027	0.494086	0.0414275	0.400855	0.0636314	2.88539	1.72403	25.4587	15.2116	1.05966	0.544664	2.1774	0.28712
1813	-2878.24	-2859.75	-18.4984	1.5762	1.62491	1.64558	1.69644	0.455016	0.485455	0.0430782	-1.18077	0.2624736	8.599098	1.472392	0.4101027	0.471144	0.0395039	0.382242	0.10711	2.88539	1.72403	25.4587	15.2116	1.05966	0.544664	2.1774	0.91376
1814	-2880.67	-2861.2	-19.47	1.5762	1.62491	1.64558	1.69644	0.455016	0.485455	0.0430782	-2.00341	0.2624736	8.599098	1.472392	0.4101027	0.590907	0.185765	0.088991	0.134337	2.88539	1.72403	25.4587	15.2116	1.05966	0.544664	2.1774	0.575615
1815	-2878.93	-2861.2	-17.7222	1.5762	1.62491	1.64558	1.69644	0.455016	0.485455	0.0430782	-1.18389	0.2624736	8.599098	1.472392	0.4101027	0.590907	0.185765	0.088991	0.134337	2.88539	1.72403	25.4587	15.2116	1.05966	0.544664	2.1774	0.133897
1816	-2878.94	-2861.2	-17.7334	1.5762	1.62491	1.64558	1.69644	0.455016	0.485455	0.0430782	-1.18389	0.2624736	8.599098	1.472392	0.4101027	0.590907	0.185765	0.088991	0.134337	2.88539	1.72403	25.4587	15.2116	1.05966	0.544664	2.1774	0.145027
1817	-2879.77	-2861.88	-17.8907	1.5762	1.62491	1.64558	1.69644	0.455016	0.485455	0.0430782	-1.18389	0.2624736	8.599098	1.472392	0.4101027	0.427749	0.458758	0.0452245	0.068269	2.88539	1.72403	25.4587	15.2116	1.05966	0.544664	2.1774	0.302398
1818	-2878.65	-2860.81	-17.8434	1.5762	1.62491	1.64558	1.69644	0.455016	0.485455	0.0430782	0.997694	0.2624736	8.599098	1.472392	0.4101027	0.399929	0.403994	0.132248	0.063829	2.88539	1.72403	25.4587	15.2116	1.05966	0.544664	2.1774	0.458124
1819	-2879.99	-2860.2	-19.7966	1.5762	1.62491	1.64558	1.69644	0.455016	0.485455	0.0430782	0.997694	0.2624736	8.599098	1.472392	0.4101027	0.301167	0.337285	0.243853	0.117695	2.88539	1.72403	25.4587	15.2116	1.05966	0.544664	2.1774	2.41137
1820	-2881.6	-2861.81	-19.7966	1.5762	1.62491	1.64558	1.69644	0.455016	0.485455	0.0430782	0.997694	0.2624736	8.599098	1.472392	0.4101027	0.378898	0.424338	0.0486918	0.148072	2.88539	1.72403	25.4587	15.2116	1.05966	0.544664	2.1774	2.41137
1821	-2881.71	-2861.74	-19.97	1.5762	1.62491	1.64558	1.69644	0.455016	0.485455	0.0430782	1.15849	0.2624736	8.599098	1.472392	0.4101027	0.40459	0.385305	0.0519934	0.158112	2.88539	1.72403	25.4587	15.2116	1.05966	0.544664	2.1774	2.41137
1822	-2880.5	-2859.32	-21.1843	1.5762	1.62491	1.64558	1.69644	0.455016	0.485455	0.0430782	1.15849	0.2624736	8.599098	1.472392	0.4101027	0.176674	0.168253	0.586029	0.0690436	2.88539	1.72403	25.4587	15.2116	1.05966	0.544664	2.1774	3.6257
1823	-2877.34	-2859.51	-17.8291	1.5762	1.62491	1.64558	1.69644	0.455016	0.485455	0.0430782	-0.0664478	0.2624736	8.599098	1.472392	0.4101027	0.145249	0.316195	0.481793	0.0567629	2.88539	1.72403	25.4587	15.2116	1.05966	0.544664	2.1774	0.939375
1824	-2877.34	-2859.64	-17.7046	1.5762	1.62491	1.64558	1.69644	0.455016	0.485455	0.0430782	-0.0664478	0.2624736	8.599098	1.472392	0.4101027	0.244159	0.279605	0.426041	0.0501944	2.88539	1.72403	25.4587	15.2116	1.05966	0.544664	2.1774	0.814809
1825	-2877.62	-2859.64	-17.9802	1.5762	1.62491	1.64558	1.69644	0.455016	0.485455	0.0430782	-0.74549	0.2624736	8.599098	1.472392	0.4101027	0.244159	0.279605	0.426041	0.0501944	2.88539	1.72403	25.4587	15.2116	1.05966	0.544664	2.1774	0.814809
1826	-2878.78	-2860.08	-18.6978	1.5762	1.62491	1.64558	1.69644	0.455016	0.485455	0.0430782	-0.74549	0.2624736	8.599098	1.472392	0.4101027	0.156735	0.537551	0.273492	0.0322217	2.88539	1.72403	25.4587	15.2116	1.05966	0.544664	2.1774	1.53242
1827	-2879.95	-2860.43	-19.5216	1.5762	1.62491	1.64558	1.69644	0.455016	0.485455	0.0430782	-1.48433	0.2624736	8.599098	1.472392	0.4101027	0.515907	0.273084	0.19382	0.0171877	2.88539	1.72403	25.4587	15.2116	1.05966	0.544664	2.1774	1.53242
1828	-2879.02	-2860.43	-18.5934	1.5762	1.62491	1.64558	1.69644	0.455016	0.485455	0.0430782	-1.48433	0.2624736	8.599098	1.472392	0.4101027	0.515907	0.273084	0.19382	0.0171877	2.88539	1.72403	25.4587	15.2116	1.05966	0.544664	2.1774	0.604194
1829	-2877.89	-2860.74	-17.1512	1.5762	1.62491	1.64558	1.69644	0.455016	0.485455	0.0430782	-0.219327	0.2624736	8.599098	1.472392	0.4101027	0.378479	0.466722	0.14219	0.0126092	2.88539	1.72403	25.4587	15.2116	1.05966	0.544664	2.1774	0.239567
1830	-2877.96	-2860.74	-17.2201	1.5762	1.62491	1.64558	1.69644	0.455016	0.485455	0.0430782	0.431339	0.2624736	8.599098	1.472392	0.4101027	0.377089	0.465008	0.141668	0.0162354	2.88539	1.72403	25.4587	15.2116	1.05966	0.544664	2.1774	0.239567
1831	-2880.26	-2860.96	-19.2966	1.5762	1.62491	1.64558	1.69644	0.455016	0.485455	0.0430782	0.872936	0.2624736	8.599098	1.472392	0.4101027	0.301181	0.572701	0.11315	0.0129672	2.88539	1.72403	25.4587	15.2116	1.05966	0.544664	2.1774	2.02805
1832	-2879.84	-2859.91	-19.9285	1.5762	1.62491	1.64558	1.69644	0.455016	0.485455	0.0430782	0.872936	0.2624736	8.599098	1.472392	0.4101027	0.239209	0.400565	0.323188	0.037038	2.88539	1.72403	25.4587	15.2116	1.05966	0.544664	2.1774	2.65993
1833	-2877.37	-2859.67	-17.6983	1.5762	1.62491	1.64558	1.69644	0.455016	0.485455	0.0430782	0.872936	0.2624736	8.599098	1.472392	0.4101027	0.0272518	0.512163	0.413228	0.0473568	2.88539	1.72403	25.4587	15.2116	1.05966	0.544664	2.1774	0.429791
1834	-2876.55	-2859.21	-17.348	1.5762	1.62491	1.64558	1.69644	0.455016	0.485455	0.0430782	-0.247015	0.2624736	8.599098	1.472392	0.4101027	0.043232	0.226101	0.655541	0.0751263	2.88539	1.72403	25.4587	15.2116	1.05966	0.544664	2.1774	0.429986
1835	-2879.35	-2861.79	-17.5616	1.5762	1.62491	1.64558	1.69644	0.455016	0.485455	0.0430782	-0.247015	0.2624736	8.599098	1.472392	0.4101027	0.0928848	0.581269	0.0496357	0.27621	2.88539	1.72403	25.4587	15.2116	1.05966	0.544664	2.1774	0.643543
1836	-2879	-2859.79	-19.2072	1.5762	1.62491	1.64558	1.69644	0.455016	0.485455	0.0430782	-0.247015	0.2624736	8.599098	1.472392	0.4101027	0.0621297	0.388805	0.364311	0.184754	2.88539	1.72403	25.4587	15.2116	1.05966	0.544664	2.1774	2.2892
1837	-2879.43	-2859.36	-20.0679	1.5762	1.62491	1.64558	1.69644	0.455016	0.485455	0.0430782	-1.33502	0.2624736	8.599098	1.472392	0.4101027	0.0585889	0.366647	0.560352	0.0144122	2.88539	1.72403	25.4587	15.2116	1.05966	0.544664	2.1774	2.2892
1838	-2877.02	-2859.77	-17.2513	1.5762	1.62491	1.64558	1.69644	0.455016	0.485455	0.0430782	0.145271	0.2624736	8.599098	1.472392	0.4101027	0.0389047	0.243464	0.37209	0.345542	2.88539	1.72403	25.4587	15.2116	1.05966	0.544664	2.1774	0.353189
1839	-2880.77	-2859.85	-20.9182	1.5762	1.62491	1.64558	1.69644	0.455016	0.485455	0.0430782	1.78324	0.2624736	8.599098	1.472392	0.4101027	0.0359003	0.224663	0.343355	0.396082	2.88539	1.72403	25.4587	15.2116	1.05966	0.544664	2.1774	2.44069
1840	-2880.77	-2859.85	-20.9182	1.5762	1.62491	1.64558	1.69644	0.455016	0.485455	0.0430782	1.78324	0.2624736	8.599098	1.472392	0.4101027	0.0361372	0.224607	0.343271	0.395985	2.88539	1.72403	25.4587	15.2116	1.05966	0.544664	2.1774	2.44069
1841	-2878.52	-2859.95	-18.5762	1.5762	1.62491	1.64558	1.69644	0.455016	0.485455	0.0430782	0.485279	0.2624736	8.599098	1.472392	0.4101027	0.058286	0.268822	0.312455	0.360437	2.88539	1.72403	25.4587	15.2116	1.05966	0.544664	2.1774	1.57087
1842	-2878.97	-2859.95	-19.0184	1.5762	1.62491	1.64558	1.69644	0.455016	0.485455	0.0430782	1.05826	0.2624736	8.599098	1.472392	0.4101027	0.058286	0.268822	0.312455	0.360437	2.88539	1.72403	25.4587	15.2116	1.05966	0.544664	2.1774	1.57087
1843	-2880.25	-2860.65	-19.6048	1.5762	1.62491	1.64558	1.69644	0.455016	0.485455	0.0430782	1.05826	0.2624736	8.599098	1.472392	0.4101027	0.424142	0.242245	0.154912	0.178701	2.88539	1.72403	25.4587	15.2116	1.05966	0.544664	2.1774	2.15727
1844	-2879	-2859.4	-19.6048	1.5762	1.62491	1.64558	1.69644	0.455016	0.485455	0.0430782	1.05826	0.2624736	8.599098	1.472392	0.4101027	0.318406	0.00594907	0.541493	0.134152	2.88539	1.72403	25.4587	15.2116	1.05966	0.544664	2.1774	2.15727
1845	-2877.3	-2859.4	-17.8983	1.5762	1.62491	1.64558	1.69644	0.455016	0.485455	0.0430782	-1.25262	0.2624736	8.599098	1.472392	0.4101027	0.318406	0.00594907	0.541493	0.134152	2.88539	1.72403	25.4587	15.2116	1.05966	0.544664	2.1774	0.226205
1846	-2877.41	-2859.51	-17.8983	1.5762	1.62491	1.64558	1.69644	0.455016	0.485455	0.0430782	-1.25262	0.2624736	8.599098	1.472392	0.4101027	0.100206	0.0177121	0.482674	0.399408	2.88539	1.72403	25.4587	15.2116	1.05966	0.544664	2.1774	0.226205
1847	-2879.33	-2859.92	-19.4118	1.5762	1.62491	1.64558	1.69644	0.455016	0.485455	0.0430782	-1.66464	0.2624736	8.599098	1.472392	0.4101027	0.127172	0.0443501	0.321587	0.506891	2.88539	1.72403	25.4587	15.2116	1.05966	0.544664	2.1774	1.13873
1848	-2879.67	-2860.21	-19.4608	1.5762	1.62491	1.64558	1.69644	0.455016	0.485455	0.0430782	-1.69385	0.2624736	8.599098	1.472392	0.4101027	0.143278	0.0955183	0.240221	0.520983	2.88539	1.72403	25.4587	15.2116	1.05966	0.544664	2.1774	1.13873
1849	-2879.77	-2860.31	-19.4608	1.5762	1.62491	1.64558	1.69644	0.455016	0.485455	0.0430782	-1.69385	0.2624736	8.599098	1.472392	0.4101027	0.129964	0.179566	0.217899	0.472571	2.88539	1.72403	25.4587	15.2116	1.05966	0.544664	2.1774	1.13873
1850	-2877.74	-2859.19	-18.5511	1.5762	1.62491	1.64558	1.69644	0.455016	0.485455	0.0430782	1.02457	0.2624736	8.599098	1.472392	0.4101027	0.0815312	0.0311195	0.666958	0.220392	2.88539	1.72403	25.4587	15.2116	1.05966	0.544664	2.1774	1.13873
1851	-2877.47	-2859.18	-18.2986	1.5762	1.62491	1.64558	1.69644	0.455016	0.485455	0.0430782	1.02457	0.2624736	8.599098	1.472392	0.4101027	0.0353531	0.0645436	0.676544	0.22356	2.88539	1.72403	25.4587	15.2116	1.05966	0.544664	2.1774	0.886199
1852	-2877.09	-2859.12	-17.9736	1.5762	1.62491	1.64558	1.69644	0.455016	0.485455	0.0430782	1.02457	0.2624736	8.599098	1.472392	0.4101027	0.0374012	0.201404	0.715738	0.0454574	2.88539	1.72403	25.4587	15.2116	1.05966	0.544664	2.1774	0.561213
1853	-2877.57	-2859.68	-17.8943	1.5762	1.62491	1.64558	1.69644	0.455016	0.485455	0.0430782	-0.818342	0.2624736	8.599098	1.472392	0.4101027	0.0816416	0.447924	0.410289	0.0601455	2.88539	1.72403	25.4587	15.2116	1.05966	0.544664	2.1774	0.671895
1854	-2877.36	-2859.68	-17.6861	1.5762	1.62491	1.64558	1.69644	0.455016	0.485455	0.0430782	-0.818342	0.2624736	8.599098	1.472392	0.4101027	0.0816416	0.447924	0.410289	0.0601455	2.88539	1.72403	25.4587	15.2116	1.05966	0.544664	2.1774	0.46369
1855	-2877.6	-2859.85	-17.7546	1.5762	1.62491	1.64558	1.69644	0.455016	0.485455	0.0430782	-0.898231	0.2624736	8.599098	1.472392	0.4101027	0.357597	0.247047	0.345386	0.0499688	2.88539	1.72403	25.4587	15.2116	1.05966	0.544664	2.1774	0.46369
1856	-2876.99	-2859.64	-17.3484	1.5762	1.62491	1.64558	1.69644	0.455016	0.485455	0.0430782	-0.898231	0.2624736	8.599098	1.472392	0.4101027	0.369392	0.142588	0.426339	0.0616807	2.88539	1.72403	25.4587	15.2116	1.05966	0.544664	2.1774	0.0574258
1857	-2879.76	-2860.05	-19.7056	1.5762	1.62491	1.64558	1.69644	0.455016	0.485455	0.0430782	-0.168566	0.2624736	8.599098	1.472392	0.4101027	0.175908	0.206571	0.281423	0.336098	2.88539	1.72403	25.4587	15.2116	1.05966	0.544664	2.1774	2.8039
1858	-2877.21	-2859.95	-17.2604	1.5762	1.62491	1.64558	1.69644	0.455016	0.485455	0.0430782	-0.168566	0.2624736	8.599098	1.472392	0.4101027	0.195681	0.229791	0.313057	0.261471	2.88539	1.72403	25.4587	15.2116	1.05966	0.544664	2.1774	0.358691
1859	-2876.87	-2859.61	-17.2604	1.5762	1.62491	1.64558	1.69644	0.455016	0.485455	0.0430782	-0.168566	0.2624736	8.599098	1.472392	0.4101027	0.273034	0.0458355	0.436808	0.244322	2.88539	1.72403	25.4587	15.2116	1.05966	0.544664	2.1774	0.358691
1860	-2878.23	-2859.24	-18.987	1.5762	1.62491	1.64558	1.69644	0.455016	0.485455	0.0430782	-0.168566	0.2624736	8.599098	1.472392	0.4101027	0.176854	0.0298594	0.635031	0.158256	2.88539	1.72403	25.4587	15.2116	1.05966	0.544664	2.1774	2.08528
1861	-2878.34	-2859.36	-18.9877	1.5762	1.62491	1.64558	1.69644	0.455016	0.485455	0.0430782	-0.172456	0.2624736	8.599098	1.472392	0.4101027	0.211169	0.0356531	0.564215	0.188963	2.88539	1.72403	25.4587	15.2116	1.05966	0.544664	2.1774	2.08528
1862	-2879.68	-2860.7	-18.9877	1.5762	1.62491	1.64558	1.69644	0.455016	0.485455	0.0430782	-0.172456	0.2624736	8.599098	1.472392	0.4101027	0.459333	0.0623627	0.14778	0.330524	2.88539	1.72403	25.4587	15.2116	1.05966	0.544664	2.1774	2.08528
1863	-2881.72	-2860.83	-20.8897	1.5762	1.62491	1.64558	1.69644	0.455016	0.485455	0.0430782	0.588849	0.2624736	8.599098	1.472392	0.4101027	0.402125	0.179142	0.129375	0.289359	2.88539	1.72403	25.4587	15.2116	1.05966	0.544664	2.1774	3.82874
1864	-2881.63	-2860.41	-21.2196	1.5762	1.62491	1.64558	1.69644	0.455016	0.485455	0.0430782	-1.0033	0.2624736	8.599098	1.472392	0.4101027	0.0882102	0.2732	0.197303	0.441287	2.88539	1.72403	25.4587	15.2116	1.05966	0.544664	2.1774	3.82874
1865	-2876.86	-2859.66	-17.1999	1.5762	1.62491	1.64558	1.69644	0.455016	0.485455	0.0430782	-0.591064	0.2624736	8.599098	1.472392	0.4101027	0.18697	0.353	0.418202	0.0418282	2.88539	1.72403	25.4587	15.2116	1.05966	0.544664	2.1774	0.137727
1866	-2877.15	-2859.76	-17.3858	1.5762	1.62491	1.64558	1.69644	0.455016	0.485455	0.0430782	-0.591064	0.2624736	8.599098	1.472392	0.4101027	0.168186	0.317536	0.376187	0.138091	2.88539	1.72403	25.4587	15.2116	1.05966	0.544664	2.1774	0.323607
1867	-2883.73	-2859.67	-24.0589	1.5762	1.62491	1.64558	1.69644	0.455016	0.485455	0.0430782	-2.60578	0.2624736	8.599098	1.472392	0.4101027	0.348822	0.0880028	0.411955	0.151221	2.88539	1.72403	25.4587	15.2116	1.05966	0.544664	2.1774	3.77631
