Iteration	Posterior	Likelihood	Prior	extinction[1]	extinction[2]	extinction[3]	extinction[4]	extinction_alpha[1]	extinction_alpha[2]	extinction_beta[1]	extinction_beta[2]	hidden_rate1	hidden_rate2	q_01	q_10	rate_category_prior[1]	rate_category_prior[2]	rate_category_prior[3]	rate_category_prior[4]	speciation[1]	speciation[2]	speciation[3]	speciation[4]	speciation_alpha[1]	speciation_alpha[2]	speciation_beta[1]	speciation_beta[2]
8859	-2879.79	-2860.81	-18.984	1.56892	1.62348	1.64739	1.70467	0.45039	0.48457	0.0488003	1.39348	0.2621521	8.619539	1.489887	0.4060474	0.738605	0.105716	0.112375	0.0433047	2.88064	1.73059	25.4515	15.2904	1.05801	0.54846	2.17876	1.08612
8860	-2882.18	-2860.36	-21.8201	1.56892	1.62348	1.64739	1.70467	0.45039	0.48457	0.0488003	1.71193	0.2621521	8.619539	1.489887	0.4060474	0.352327	0.166102	0.176565	0.305006	2.88064	1.73059	25.4515	15.2904	1.05801	0.54846	2.17876	3.42777
8861	-2878.39	-2860.36	-18.0295	1.56892	1.62348	1.64739	1.70467	0.45039	0.48457	0.0488003	-1.39682	0.2621521	8.619539	1.489887	0.4060474	0.225019	0.438416	0.176231	0.160334	2.88064	1.73059	25.4515	15.2904	1.05801	0.54846	2.17876	0.127016
8862	-2877.74	-2859.71	-18.0295	1.56892	1.62348	1.64739	1.70467	0.45039	0.48457	0.0488003	-1.39682	0.2621521	8.619539	1.489887	0.4060474	0.432239	0.0837151	0.338523	0.145523	2.88064	1.73059	25.4515	15.2904	1.05801	0.54846	2.17876	0.127016
8863	-2877.94	-2859.32	-18.618	1.56892	1.62348	1.64739	1.70467	0.45039	0.48457	0.0488003	-1.39682	0.2621521	8.619539	1.489887	0.4060474	0.0273316	0.263012	0.496306	0.21335	2.88064	1.73059	25.4515	15.2904	1.05801	0.54846	2.17876	0.71546
8864	-2878.16	-2859.36	-18.7953	1.56892	1.62348	1.64739	1.70467	0.45039	0.48457	0.0488003	1.51848	0.2621521	8.619539	1.489887	0.4060474	0.0625421	0.253491	0.47834	0.205627	2.88064	1.73059	25.4515	15.2904	1.05801	0.54846	2.17876	0.71546
8865	-2879.03	-2860.23	-18.7953	1.56892	1.62348	1.64739	1.70467	0.45039	0.48457	0.0488003	1.51848	0.2621521	8.619539	1.489887	0.4060474	0.101145	0.385971	0.199791	0.313093	2.88064	1.73059	25.4515	15.2904	1.05801	0.54846	2.17876	0.71546
8866	-2877.87	-2859.89	-17.9818	1.56892	1.62348	1.64739	1.70467	0.45039	0.48457	0.0488003	0.3302	0.2621521	8.619539	1.489887	0.4060474	0.14306	0.131516	0.282584	0.442839	2.88064	1.73059	25.4515	15.2904	1.05801	0.54846	2.17876	1.0003
8867	-2876.98	-2859.89	-17.0935	1.56892	1.62348	1.64739	1.70467	0.45039	0.48457	0.0488003	-0.369483	0.2621521	8.619539	1.489887	0.4060474	0.14306	0.131516	0.282584	0.442839	2.88064	1.73059	25.4515	15.2904	1.05801	0.54846	2.17876	0.0982612
8868	-2878.54	-2860.53	-18.0101	1.56892	1.62348	1.64739	1.70467	0.45039	0.48457	0.0488003	1.11125	0.2621521	8.619539	1.489887	0.4060474	0.0839274	0.33607	0.148986	0.431017	2.88064	1.73059	25.4515	15.2904	1.05801	0.54846	2.17876	0.465726
8869	-2881.1	-2860.65	-20.448	1.56892	1.62348	1.64739	1.70467	0.45039	0.48457	0.0488003	-1.09657	0.2621521	8.619539	1.489887	0.4060474	0.0742257	0.267848	0.131763	0.526163	2.88064	1.73059	25.4515	15.2904	1.05801	0.54846	2.17876	2.91981
8870	-2879.66	-2859.71	-19.9417	1.56892	1.62348	1.64739	1.70467	0.45039	0.48457	0.0488003	0.435732	0.2621521	8.619539	1.489887	0.4060474	0.15258	0.200082	0.336368	0.310969	2.88064	1.73059	25.4515	15.2904	1.05801	0.54846	2.17876	2.91981
8871	-2876.56	-2859.06	-17.503	1.56892	1.62348	1.64739	1.70467	0.45039	0.48457	0.0488003	-0.459812	0.2621521	8.619539	1.489887	0.4060474	0.123506	0.161956	0.647225	0.0673128	2.88064	1.73059	25.4515	15.2904	1.05801	0.54846	2.17876	0.470307
8872	-2877.08	-2859.06	-18.0252	1.56892	1.62348	1.64739	1.70467	0.45039	0.48457	0.0488003	1.12065	0.2621521	8.619539	1.489887	0.4060474	0.123506	0.161956	0.647225	0.0673128	2.88064	1.73059	25.4515	15.2904	1.05801	0.54846	2.17876	0.470307
8873	-2877.3	-2858.87	-18.4272	1.56892	1.62348	1.64739	1.70467	0.45039	0.48457	0.0488003	-1.43523	0.2621521	8.619539	1.489887	0.4060474	0.19116	0.0182478	0.783008	0.00758419	2.88064	1.73059	25.4515	15.2904	1.05801	0.54846	2.17876	0.470307
8874	-2877.68	-2858.87	-18.8139	1.56892	1.62348	1.64739	1.70467	0.45039	0.48457	0.0488003	1.68324	0.2621521	8.619539	1.489887	0.4060474	0.19116	0.0182478	0.783008	0.00758419	2.88064	1.73059	25.4515	15.2904	1.05801	0.54846	2.17876	0.470307
8875	-2877.78	-2858.8	-18.9809	1.56892	1.62348	1.64739	1.70467	0.45039	0.48457	0.0488003	1.68324	0.2621521	8.619539	1.489887	0.4060474	0.130566	0.0196148	0.841667	0.00815236	2.88064	1.73059	25.4515	15.2904	1.05801	0.54846	2.17876	0.637321
8876	-2879.13	-2860.66	-18.4669	1.56892	1.62348	1.64739	1.70467	0.45039	0.48457	0.0488003	-1.23295	0.2621521	8.619539	1.489887	0.4060474	0.563462	0.270696	0.13066	0.0351818	2.88064	1.73059	25.4515	15.2904	1.05801	0.54846	2.17876	0.779839
8877	-2881.12	-2862.71	-18.4108	1.56892	1.62348	1.64739	1.70467	0.45039	0.48457	0.0488003	1.18648	0.2621521	8.619539	1.489887	0.4060474	0.562179	0.27008	0.130363	0.0373787	2.88064	1.73037	25.4515	15.2885	1.05801	0.548337	2.17876	0.779839
8878	-2880.56	-2862.8	-17.7581	1.56892	1.62348	1.64739	1.70467	0.45039	0.48457	0.0488003	1.18648	0.2621521	8.619539	1.489887	0.4060474	0.598976	0.247381	0.119406	0.0342372	2.88064	1.73037	25.4515	15.2885	1.05801	0.548337	2.17876	0.127163
8879	-2879.79	-2862.18	-17.6101	1.56892	1.62348	1.64739	1.70467	0.45039	0.48457	0.0488003	0.537441	0.2621521	8.619539	1.489887	0.4060474	0.25526	0.45941	0.221749	0.0635817	2.88064	1.73037	25.4515	15.2885	1.05801	0.548337	2.17876	0.538522
8880	-2878.49	-2860.88	-17.6101	1.56892	1.62348	1.64739	1.70467	0.45039	0.48457	0.0488003	0.537441	0.2621521	8.619539	1.489887	0.4060474	0.135729	0.0435772	0.813382	0.00731154	2.88064	1.73037	25.4515	15.2885	1.05801	0.548337	2.17876	0.538522
8881	-2878.52	-2860.88	-17.6397	1.56892	1.62348	1.64739	1.70467	0.45039	0.48457	0.0488003	-0.589982	0.2621521	8.619539	1.489887	0.4060474	0.135729	0.0435772	0.813382	0.00731154	2.88064	1.73037	25.4515	15.2885	1.05801	0.548337	2.17876	0.538522
8882	-2881.91	-2864.18	-17.7327	1.56892	1.62348	1.64739	1.70467	0.45039	0.48457	0.0488003	0.731215	0.2621521	8.619539	1.489887	0.4060474	0.350815	0.317874	0.312412	0.018898	2.88064	1.73072	25.4515	15.2915	1.05801	0.548535	2.17876	0.538522
8883	-2883.14	-2863.8	-19.3423	1.56898	1.62348	1.64785	1.70508	0.450428	0.48457	0.0490414	-0.367785	0.2622073	8.619539	1.489887	0.4060474	0.290865	0.347229	0.341263	0.0206431	2.88064	1.73092	25.4439	15.2887	1.05801	0.54865	2.17846	2.34818
8884	-2883.62	-2865.17	-18.4527	1.56898	1.62348	1.64785	1.70508	0.450428	0.48457	0.0490414	-0.367785	0.2621871	8.619539	1.489887	0.4060474	0.114261	0.264702	0.505042	0.115995	2.88064	1.73106	25.4439	15.29	1.05801	0.548733	2.17846	1.45872
8885	-2883.49	-2864.06	-19.4326	1.56898	1.62348	1.64756	1.70478	0.450428	0.48457	0.0488649	-1.44746	0.2621871	8.619539	1.489887	0.4060474	0.114261	0.264702	0.505042	0.115995	2.88056	1.73106	25.4432	15.29	1.05798	0.548733	2.17846	1.45872
8886	-2883.38	-2864.91	-18.4653	1.56898	1.62336	1.64756	1.70465	0.450428	0.484496	0.0488649	-0.400712	0.2621135	8.619539	1.489887	0.4060474	0.125875	0.189959	0.55638	0.127786	2.88056	1.73106	25.4432	15.29	1.05798	0.548733	2.17846	1.45872
8887	-2886.01	-2868.93	-17.0825	1.56898	1.62337	1.64756	1.70466	0.450428	0.484502	0.0488649	0.33477	0.2621135	8.619539	1.489778	0.4056571	0.130658	0.159181	0.57752	0.132642	2.88056	1.73079	25.4432	15.2875	1.05798	0.548575	2.17846	0.100937
8888	-2885.39	-2865.85	-19.5389	1.56913	1.62337	1.64754	1.70448	0.450521	0.484502	0.0487601	-0.189156	0.2620622	8.621136	1.490116	0.4056571	0.130658	0.159181	0.57752	0.132642	2.88056	1.73079	25.4432	15.2875	1.05798	0.548575	2.17846	2.59366
8889	-2881.6	-2864.21	-17.3859	1.56913	1.62337	1.64754	1.70448	0.450521	0.484502	0.0487601	-0.416155	0.2620719	8.621136	1.490139	0.4056571	0.054619	0.127296	0.461839	0.356246	2.88056	1.73079	25.4432	15.2875	1.05798	0.548575	2.17846	0.371934
8890	-2881.19	-2863.8	-17.3859	1.56913	1.62337	1.64781	1.70476	0.450521	0.484502	0.048925	-0.416155	0.2620719	8.621136	1.490139	0.4056571	0.0459958	0.107198	0.388924	0.457881	2.88056	1.73079	25.4432	15.2875	1.05798	0.548575	2.17846	0.371934
8891	-2880.93	-2863.41	-17.5237	1.56913	1.62337	1.64781	1.70476	0.450521	0.484502	0.048925	-0.669908	0.2620719	8.621136	1.490139	0.4056571	0.128919	0.0556623	0.577666	0.237753	2.88056	1.73079	25.4432	15.2875	1.05798	0.548575	2.17846	0.371934
8892	-2881.02	-2863.76	-17.2594	1.56913	1.62337	1.64781	1.70476	0.450521	0.484502	0.048925	-0.669908	0.2620822	8.621136	1.490139	0.4056571	0.128919	0.0556623	0.577666	0.237753	2.88056	1.73079	25.4432	15.2875	1.05798	0.548575	2.17846	0.107573
8893	-2881.44	-2863.75	-17.6802	1.56913	1.62337	1.64781	1.70476	0.450521	0.484502	0.048925	0.455934	0.2620822	8.621136	1.490139	0.4056571	0.312447	0.0925784	0.581651	0.0133238	2.88056	1.73079	25.4432	15.2875	1.05798	0.548575	2.17846	0.648831
8894	-2878.17	-2860.64	-17.5385	1.56913	1.62337	1.64765	1.7046	0.450521	0.484502	0.0488284	0.455934	0.2620822	8.621136	1.490139	0.4056571	0.244768	0.072525	0.672269	0.0104377	2.88056	1.73079	25.4432	15.2875	1.05798	0.548575	2.17846	0.507167
8895	-2878.16	-2860.64	-17.5287	1.56913	1.62337	1.64765	1.7046	0.450521	0.484502	0.0488284	0.455934	0.2620822	8.621136	1.490139	0.4056571	0.244768	0.072525	0.672269	0.0104377	2.88056	1.73079	25.4432	15.2875	1.05798	0.548575	2.17846	0.497325
8896	-2882.8	-2865.08	-17.7171	1.56914	1.62337	1.64766	1.7046	0.45053	0.484502	0.0488284	0.764732	0.2620823	8.621136	1.490139	0.4056571	0.244768	0.072525	0.672269	0.0104377	2.88056	1.73079	25.4432	15.2875	1.05798	0.548575	2.17846	0.497325
8897	-2884.08	-2866.35	-17.7286	1.56914	1.62326	1.64766	1.70448	0.45053	0.484434	0.0488284	0.764732	0.2620823	8.621136	1.490139	0.4056571	0.237975	0.0731774	0.678316	0.0105316	2.88056	1.73079	25.4432	15.2875	1.05798	0.548575	2.17846	0.508694
8898	-2876.26	-2858.81	-17.4413	1.56921	1.62326	1.64773	1.70448	0.450571	0.484434	0.0488284	-0.116345	0.2620675	8.621136	1.489057	0.4056571	0.325022	0.0483597	0.617038	0.00958022	2.88056	1.73092	25.4432	15.2887	1.05798	0.548651	2.17846	0.508694
8899	-2876.13	-2858.81	-17.3102	1.56921	1.62326	1.64773	1.70448	0.450571	0.484434	0.0488284	0.114978	0.2620675	8.621136	1.489057	0.4056571	0.325022	0.0483597	0.617038	0.00958022	2.88056	1.73092	25.4432	15.2887	1.05798	0.548651	2.17846	0.377694
8900	-2876.25	-2858.83	-17.4205	1.56921	1.62326	1.64773	1.70448	0.450571	0.484434	0.0488284	-0.483672	0.2620675	8.621136	1.489057	0.4056571	0.330647	0.0491965	0.610411	0.00974601	2.88056	1.73092	25.4432	15.2887	1.05798	0.548651	2.17846	0.377694
8901	-2877.39	-2859.65	-17.7368	1.56921	1.62326	1.64773	1.70448	0.450571	0.484434	0.0488284	0.626423	0.2620675	8.621136	1.489057	0.4056571	0.662181	0.059172	0.266925	0.0117222	2.88056	1.73092	25.4432	15.2887	1.05798	0.548651	2.17846	0.614691
8902	-2879.41	-2860.95	-18.4546	1.56921	1.62326	1.64773	1.70448	0.450571	0.484434	0.0488284	-1.35203	0.2620675	8.621136	1.489057	0.4056571	0.766338	0.0600056	0.0727189	0.100938	2.88056	1.73092	25.4432	15.2887	1.05798	0.548651	2.17846	0.614691
8903	-2878.57	-2859.5	-19.0724	1.56921	1.62326	1.64773	1.70448	0.450571	0.484434	0.0488284	1.75033	0.2620675	8.621136	1.489057	0.4056571	0.568951	0.0445498	0.311561	0.074939	2.88056	1.73092	25.4432	15.2887	1.05798	0.548651	2.17846	0.614691
8904	-2877.12	-2858.82	-18.3041	1.56921	1.62326	1.64773	1.70448	0.450571	0.484434	0.0488284	0.0793771	0.2620675	8.621136	1.489057	0.4056571	0.24716	0.0510511	0.615914	0.0858751	2.88056	1.73092	25.4432	15.2887	1.05798	0.548651	2.17846	1.37505
8905	-2881.96	-2860.75	-21.2014	1.56921	1.62326	1.64773	1.70448	0.450571	0.484434	0.0488284	-2.84004	0.2620675	8.621136	1.489057	0.4056571	0.665323	0.137423	0.0886785	0.108575	2.88056	1.73092	25.4432	15.2887	1.05798	0.548651	2.17846	0.242589
8906	-2880.62	-2860.77	-19.849	1.56921	1.62326	1.64773	1.70448	0.450571	0.484434	0.0488284	-0.614376	0.2620675	8.621136	1.489057	0.4056571	0.669633	0.135654	0.0875367	0.107177	2.88056	1.73092	25.4432	15.2887	1.05798	0.548651	2.17846	2.73437
8907	-2877.35	-2860.06	-17.2906	1.56921	1.62326	1.64773	1.70448	0.450571	0.484434	0.0488284	-0.614376	0.2620675	8.621136	1.489057	0.4056571	0.295028	0.310363	0.177403	0.217206	2.88056	1.73092	25.4432	15.2887	1.05798	0.548651	2.17846	0.176016
8908	-2878.13	-2860.06	-18.0683	1.56921	1.62326	1.64773	1.70448	0.450571	0.484434	0.0488284	0.580509	0.2620675	8.621136	1.489057	0.4056571	0.295028	0.310363	0.177403	0.217206	2.88056	1.73092	25.4432	15.2887	1.05798	0.548651	2.17846	0.973921
8909	-2879.26	-2861.19	-18.0683	1.56921	1.62326	1.64773	1.70448	0.450571	0.484434	0.0488284	0.580509	0.2620675	8.621136	1.489057	0.4056571	0.39802	0.320401	0.0573471	0.224231	2.88056	1.73092	25.4432	15.2887	1.05798	0.548651	2.17846	0.973921
8910	-2878.59	-2859.9	-18.683	1.56921	1.62326	1.64773	1.70448	0.450571	0.484434	0.0488284	-1.25152	0.2620675	8.621136	1.489057	0.4056571	0.12796	0.390707	0.207899	0.273434	2.88056	1.73092	25.4432	15.2887	1.05798	0.548651	2.17846	0.973921
8911	-2877.6	-2858.92	-18.683	1.56921	1.62326	1.64773	1.70448	0.450571	0.484434	0.0488284	-1.25152	0.2620675	8.621136	1.489057	0.4056571	0.0779125	0.329262	0.556015	0.0368099	2.88056	1.73092	25.4432	15.2887	1.05798	0.548651	2.17846	0.973921
8912	-2876.79	-2858.87	-17.9228	1.56921	1.62326	1.64773	1.70448	0.450571	0.484434	0.0488284	0.214562	0.2620675	8.621136	1.489057	0.4056571	0.0796782	0.297322	0.585356	0.0376442	2.88056	1.73092	25.4432	15.2887	1.05798	0.548651	2.17846	0.973921
8913	-2877.53	-2859.07	-18.4618	1.56921	1.62326	1.64773	1.70448	0.450571	0.484434	0.0488284	0.214562	0.2620675	8.621136	1.489057	0.4056571	0.335756	0.153097	0.480262	0.0308856	2.88056	1.73092	25.4432	15.2887	1.05798	0.548651	2.17846	1.51291
8914	-2877.24	-2859.41	-17.825	1.56921	1.62326	1.64773	1.70448	0.450571	0.484434	0.0488284	0.214562	0.2620675	8.621136	1.489057	0.4056571	0.426201	0.194338	0.340256	0.0392055	2.88056	1.73092	25.4432	15.2887	1.05798	0.548651	2.17846	0.876054
8915	-2876.63	-2858.58	-18.0525	1.56921	1.62326	1.64773	1.70448	0.450571	0.484434	0.0488284	0.849018	0.2620675	8.621136	1.489057	0.4056571	0.141232	0.0643984	0.781378	0.0129917	2.88056	1.73092	25.4432	15.2887	1.05798	0.548651	2.17846	0.76619
8916	-2876.45	-2858.58	-17.8716	1.56921	1.62326	1.64773	1.70448	0.450571	0.484434	0.0488284	0.951006	0.2620675	8.621136	1.489057	0.4056571	0.141232	0.0643984	0.781378	0.0129917	2.88056	1.73092	25.4432	15.2887	1.05798	0.548651	2.17846	0.49349
8917	-2876.38	-2858.51	-17.8716	1.56921	1.62326	1.64773	1.70448	0.450571	0.484434	0.0488284	0.951006	0.2620675	8.621136	1.489057	0.4056571	0.0455231	0.0972573	0.837599	0.0196206	2.88056	1.73092	25.4432	15.2887	1.05798	0.548651	2.17846	0.49349
8918	-2876.79	-2858.59	-18.1991	1.56921	1.62326	1.64773	1.70448	0.450571	0.484434	0.0488284	1.2488	0.2620675	8.621136	1.489057	0.4056571	0.119253	0.0897445	0.772898	0.018105	2.88056	1.73092	25.4432	15.2887	1.05798	0.548651	2.17846	0.49349
8919	-2877.14	-2858.92	-18.2217	1.56921	1.62326	1.64773	1.70448	0.450571	0.484434	0.0488284	1.26674	0.2620675	8.621136	1.489057	0.4056571	0.233675	0.175854	0.554994	0.0354766	2.88056	1.73092	25.4432	15.2887	1.05798	0.548651	2.17846	0.49349
8920	-2877.03	-2858.81	-18.2217	1.56921	1.62326	1.64773	1.70448	0.450571	0.484434	0.0488284	1.26674	0.2620675	8.621136	1.489057	0.4056571	0.121259	0.215193	0.620135	0.0434128	2.88056	1.73092	25.4432	15.2887	1.05798	0.548651	2.17846	0.49349
8921	-2878.42	-2859.27	-19.1501	1.56921	1.62326	1.64773	1.70448	0.450571	0.484434	0.0488284	0.259653	0.2620675	8.621136	1.489057	0.4056571	0.194091	0.344443	0.391979	0.0694876	2.88056	1.73092	25.4432	15.2887	1.05798	0.548651	2.17846	2.19055
8922	-2878.81	-2859.23	-19.5789	1.56921	1.62326	1.64773	1.70448	0.450571	0.484434	0.0488284	0.961745	0.2620675	8.621136	1.489057	0.4056571	0.162141	0.358098	0.407519	0.0722424	2.88056	1.73092	25.4432	15.2887	1.05798	0.548651	2.17846	2.19055
8923	-2877.23	-2859.17	-18.0558	1.56921	1.62326	1.64773	1.70448	0.450571	0.484434	0.0488284	0.961745	0.2620675	8.621136	1.489057	0.4056571	0.171642	0.379081	0.431398	0.0178792	2.88056	1.73092	25.4432	15.2887	1.05798	0.548651	2.17846	0.667396
8924	-2877.23	-2860.27	-16.9667	1.56921	1.62326	1.64773	1.70448	0.450571	0.484434	0.0488284	-0.0538098	0.2620675	8.621136	1.489057	0.4056571	0.214466	0.47366	0.144617	0.167257	2.88056	1.73092	25.4432	15.2887	1.05798	0.548651	2.17846	0.0394179
8925	-2877.23	-2859.84	-17.3863	1.56921	1.62326	1.64773	1.70448	0.450571	0.484434	0.0488284	-0.888606	0.2620675	8.621136	1.489057	0.4056571	0.19536	0.431464	0.220819	0.152357	2.88056	1.73092	25.4432	15.2887	1.05798	0.548651	2.17846	0.0656532
8926	-2876.73	-2858.98	-17.7481	1.56921	1.62326	1.64773	1.70448	0.450571	0.484434	0.0488284	1.18505	0.2620675	8.621136	1.489057	0.4056571	0.327056	0.0911675	0.523263	0.0585129	2.88056	1.73092	25.4432	15.2887	1.05798	0.548651	2.17846	0.12
8927	-2878.71	-2858.98	-19.7377	1.56921	1.62326	1.64773	1.70448	0.450571	0.484434	0.0488284	0.853182	0.2620675	8.621136	1.489057	0.4056571	0.328169	0.0914778	0.525045	0.055308	2.88056	1.73092	25.4432	15.2887	1.05798	0.548651	2.17846	2.44788
8928	-2879.08	-2859.7	-19.3815	1.56921	1.62326	1.64773	1.70448	0.450571	0.484434	0.0488284	0.124173	0.2620675	8.621136	1.489057	0.4056571	0.539241	0.013811	0.254252	0.192696	2.88056	1.73092	25.4432	15.2887	1.05798	0.548651	2.17846	2.44788
8929	-2879.08	-2859.7	-19.3815	1.56921	1.62326	1.64773	1.70448	0.450571	0.484434	0.0488284	0.124173	0.2620675	8.621136	1.489057	0.4056571	0.539241	0.013811	0.254252	0.192696	2.88056	1.73092	25.4432	15.2887	1.05798	0.548651	2.17846	2.44788
8930	-2878.91	-2859.36	-19.5502	1.56921	1.62326	1.64773	1.70448	0.450571	0.484434	0.0488284	0.59409	0.2620675	8.621136	1.489057	0.4056571	0.349948	0.019485	0.358706	0.271861	2.88056	1.73092	25.4432	15.2887	1.05798	0.548651	2.17846	2.44788
8931	-2877.21	-2859.34	-17.8709	1.56921	1.62326	1.64773	1.70448	0.450571	0.484434	0.0488284	0.59409	0.2620675	8.621136	1.489057	0.4056571	0.355288	0.00452444	0.364179	0.276009	2.88056	1.73092	25.4432	15.2887	1.05798	0.548651	2.17846	0.768563
8932	-2877.87	-2859.57	-18.3054	1.56921	1.62326	1.64773	1.70448	0.450571	0.484434	0.0488284	-1.10538	0.2620675	8.621136	1.489057	0.4056571	0.283964	0.00364838	0.29107	0.421317	2.88056	1.73092	25.4432	15.2887	1.05798	0.548651	2.17846	0.768563
8933	-2877.37	-2859.06	-18.3054	1.56921	1.62326	1.64773	1.70448	0.450571	0.484434	0.0488284	-1.10538	0.2620675	8.621136	1.489057	0.4056571	0.207835	0.00267027	0.48113	0.308364	2.88056	1.73092	25.4432	15.2887	1.05798	0.548651	2.17846	0.768563
8934	-2877.03	-2858.89	-18.134	1.56921	1.62326	1.64773	1.70448	0.450571	0.484434	0.0488284	-1.47599	0.2620675	8.621136	1.489057	0.4056571	0.163967	0.021519	0.571236	0.243278	2.88056	1.73092	25.4432	15.2887	1.05798	0.548651	2.17846	0.118809
8935	-2877.25	-2859.14	-18.107	1.56921	1.62326	1.64773	1.70448	0.450571	0.484434	0.0488284	-1.47599	0.2620675	8.621136	1.489057	0.4056571	0.384465	0.0504572	0.446413	0.118665	2.88056	1.73092	25.4432	15.2887	1.05798	0.548651	2.17846	0.0918504
8936	-2877.93	-2859.13	-18.8012	1.56921	1.62326	1.64773	1.70448	0.450571	0.484434	0.0488284	-1.47599	0.2620675	8.621136	1.489057	0.4056571	0.387695	0.0424802	0.450163	0.119661	2.88056	1.73092	25.4432	15.2887	1.05798	0.548651	2.17846	0.78609
8937	-2877.18	-2859.45	-17.7295	1.56921	1.62326	1.64773	1.70448	0.450571	0.484434	0.0488284	-0.187402	0.2620675	8.621136	1.489057	0.4056571	0.319749	0.210375	0.325348	0.144528	2.88056	1.73092	25.4432	15.2887	1.05798	0.548651	2.17846	0.78609
8938	-2878.22	-2859.59	-18.6349	1.56921	1.62326	1.64773	1.70448	0.450571	0.484434	0.0488284	-0.187402	0.2620675	8.621136	1.489057	0.4056571	0.280258	0.15245	0.285165	0.282127	2.88056	1.73092	25.4432	15.2887	1.05798	0.548651	2.17846	1.69145
8939	-2881.17	-2860.87	-20.3029	1.56921	1.62326	1.64773	1.70448	0.450571	0.484434	0.0488284	-1.03788	0.2620675	8.621136	1.489057	0.4056571	0.723102	0.0668491	0.0791106	0.130939	2.88056	1.73092	25.4432	15.2887	1.05798	0.548651	2.17846	2.83845
8940	-2878.65	-2860.29	-18.3531	1.56921	1.62326	1.64773	1.70448	0.450571	0.484434	0.0488284	1.08982	0.2620675	8.621136	1.489057	0.4056571	0.345353	0.28131	0.14061	0.232728	2.88056	1.73092	25.4432	15.2887	1.05798	0.548651	2.17846	0.833387
8941	-2876.94	-2859.34	-17.5978	1.56921	1.62326	1.64773	1.70448	0.450571	0.484434	0.0488284	0.594907	0.2620675	8.621136	1.489057	0.4056571	0.0570206	0.26006	0.364406	0.318514	2.88056	1.73092	25.4432	15.2887	1.05798	0.548651	2.17846	0.494991
8942	-2876.75	-2859.33	-17.4211	1.56921	1.62326	1.64773	1.70448	0.450571	0.484434	0.0488284	-0.0223841	0.2620675	8.621136	1.489057	0.4056571	0.0578711	0.263938	0.36984	0.30835	2.88056	1.73092	25.4432	15.2887	1.05798	0.548651	2.17846	0.494991
8943	-2876.42	-2859	-17.4211	1.56921	1.62326	1.64773	1.70448	0.450571	0.484434	0.0488284	-0.0223841	0.2620675	8.621136	1.489057	0.4056571	0.0451141	0.200931	0.513576	0.240378	2.88056	1.73092	25.4432	15.2887	1.05798	0.548651	2.17846	0.494991
8944	-2877.92	-2859	-18.9243	1.56921	1.62326	1.64773	1.70448	0.450571	0.484434	0.0488284	-0.908082	0.2620675	8.621136	1.489057	0.4056571	0.0451141	0.200931	0.513576	0.240378	2.88056	1.73092	25.4432	15.2887	1.05798	0.548651	2.17846	1.58613
8945	-2877.51	-2859	-18.514	1.56921	1.62326	1.64773	1.70448	0.450571	0.484434	0.0488284	0.0623872	0.2620675	8.621136	1.489057	0.4056571	0.0451141	0.200931	0.513576	0.240378	2.88056	1.73092	25.4432	15.2887	1.05798	0.548651	2.17846	1.58613
8946	-2877.75	-2859.07	-18.685	1.56921	1.62326	1.64773	1.70448	0.450571	0.484434	0.0488284	-0.588222	0.2620675	8.621136	1.489057	0.4056571	0.0539131	0.24012	0.480072	0.225895	2.88056	1.73092	25.4432	15.2887	1.05798	0.548651	2.17846	1.58613
8947	-2877.88	-2859.25	-18.6344	1.56921	1.62326	1.64773	1.70448	0.450571	0.484434	0.0488284	0.494658	0.2620675	8.621136	1.489057	0.4056571	0.0449769	0.221371	0.400499	0.333153	2.88056	1.73092	25.4432	15.2887	1.05798	0.548651	2.17846	1.58613
8948	-2878.4	-2859.33	-19.0681	1.56921	1.62326	1.64773	1.70448	0.450571	0.484434	0.0488284	1.30621	0.2620675	8.621136	1.489057	0.4056571	0.0548392	0.169391	0.369565	0.406205	2.88056	1.73092	25.4432	15.2887	1.05798	0.548651	2.17846	1.28908
8949	-2876.32	-2859.03	-17.2878	1.56921	1.62326	1.64773	1.70448	0.450571	0.484434	0.0488284	-0.499892	0.2620675	8.621136	1.489057	0.4056571	0.224677	0.114559	0.49756	0.163204	2.88056	1.73092	25.4432	15.2887	1.05798	0.548651	2.17846	0.236961
8950	-2876.79	-2859.46	-17.3326	1.56921	1.62326	1.64773	1.70448	0.450571	0.484434	0.0488284	-0.499892	0.2620675	8.621136	1.489057	0.4056571	0.146396	0.42306	0.324202	0.106341	2.88056	1.73092	25.4432	15.2887	1.05798	0.548651	2.17846	0.281776
8951	-2876.33	-2859	-17.3326	1.56921	1.62326	1.64773	1.70448	0.450571	0.484434	0.0488284	-0.499892	0.2620675	8.621136	1.489057	0.4056571	0.232616	0.0832705	0.515142	0.168971	2.88056	1.73092	25.4432	15.2887	1.05798	0.548651	2.17846	0.281776
8952	-2876.32	-2858.99	-17.3326	1.56921	1.62326	1.64773	1.70448	0.450571	0.484434	0.0488284	-0.499892	0.2620675	8.621136	1.489057	0.4056571	0.234511	0.0758035	0.519338	0.170348	2.88056	1.73092	25.4432	15.2887	1.05798	0.548651	2.17846	0.281776
